,0,1,C,A,T,H,CA,C_map
3onqA02,5.4323335,5.823095,3,30,70,2730,3.30,Alpha Beta
2omlA02,6.9298677,1.7099524,3,30,70,1560,3.30,Alpha Beta
4h9dB00,0.61490744,5.8610053,1,10,30,50,1.10,Mainly Alpha
3qnfA04,-3.4457986,1.8370551,1,10,3480,20,1.10,Mainly Alpha
1rp3H01,4.4267716,6.558596,6,10,140,150,6.10,Special
1tbaA00,2.1011815,6.3629417,1,10,1100,10,1.10,Mainly Alpha
4i4tF01,4.7168145,6.035392,3,40,50,11480,3.40,Alpha Beta
2giaB00,4.475694,4.1576095,2,30,31,40,2.30,Mainly Beta
2h1vA01,-1.1477498,2.062918,3,40,50,1400,3.40,Alpha Beta
3og2A02,7.082983,-0.366557,2,102,20,10,2.102,Mainly Beta
1tbfA00,-6.079194,-4.3174267,1,10,1300,10,1.10,Mainly Alpha
3i0wA01,5.9593506,3.6235263,3,30,310,260,3.30,Alpha Beta
4xlzA00,-0.90409225,-0.2352566,3,40,50,10320,3.40,Alpha Beta
2x5rA01,4.2432733,4.681176,3,30,470,40,3.30,Alpha Beta
3aiiA03,7.6808376,3.9502387,2,40,240,10,2.40,Mainly Beta
2y7lA02,5.1149735,-2.606309,2,60,40,2430,2.60,Mainly Beta
2y2pA01,0.21229075,6.5153313,3,90,1310,40,3.90,Alpha Beta
3djmD00,6.799949,3.1015003,2,170,150,40,2.170,Mainly Beta
3ilxA02,-0.0040470827,6.8864675,1,10,287,2170,1.10,Mainly Alpha
3bh1A02,-1.2977146,5.732261,1,20,1570,10,1.20,Mainly Alpha
2l6mA00,2.0161467,6.7302566,3,30,160,400,3.30,Alpha Beta
3x01B02,3.3114798,4.7427015,3,30,810,10,3.30,Alpha Beta
2rreA00,0.82902557,6.8611803,1,10,10,2010,1.10,Mainly Alpha
4h63H02,2.2139664,5.68526,6,10,250,2610,6.10,Special
3cveB00,-8.437865,-0.37444556,1,20,5,1700,1.20,Mainly Alpha
2cw8A04,3.1358461,6.921094,1,10,8,1330,1.10,Mainly Alpha
2p4bB02,6.75132,2.3734057,3,30,200,100,3.30,Alpha Beta
3ut4A00,-2.7702765,0.5309596,1,25,40,750,1.25,Mainly Alpha
4ywkA01,-1.5384004,5.811499,3,30,1640,10,3.30,Alpha Beta
3oymA01,1.4978731,5.865813,1,10,340,70,1.10,Mainly Alpha
1y4cA03,-7.8903723,0.6742399,1,20,120,660,1.20,Mainly Alpha
4r1bA01,6.28071,4.307425,3,50,4,10,3.50,Alpha Beta
1iq8A03,4.6653376,6.3448076,3,10,450,90,3.10,Alpha Beta
1oaoC01,-5.494427,2.7705917,1,10,8,190,1.10,Mainly Alpha
5tuuA00,-7.2131515,2.5366237,1,20,140,80,1.20,Mainly Alpha
2aegA01,6.4421487,4.836578,2,40,10,510,2.40,Mainly Beta
1lqsL02,1.509873,6.8490987,4,10,340,10,4.10,Few Sec. Str.
2ffwA00,4.728497,-0.020815853,4,10,830,40,4.10,Few Sec. Str.
2hraB01,1.9669744,6.5093827,3,40,30,70,3.40,Alpha Beta
3covA02,1.3033776,4.456571,3,30,1300,10,3.30,Alpha Beta
3ekiA02,0.4437069,2.7669127,3,40,190,190,3.40,Alpha Beta
1a92A00,-7.5938206,3.1639442,4,10,220,40,4.10,Few Sec. Str.
4f55A01,0.17493187,6.4556317,1,10,10,2520,1.10,Mainly Alpha
2iw5B00,-5.353595,2.5799685,1,20,58,1880,1.20,Mainly Alpha
4c97A02,2.9490721,1.8961955,3,30,70,1900,3.30,Alpha Beta
3teqB00,-8.253916,2.3791273,1,10,287,3550,1.10,Mainly Alpha
3f75P00,-1.2232566,6.6107006,1,10,287,2250,1.10,Mainly Alpha
2vldA01,7.1977553,0.8319325,2,70,180,20,2.70,Mainly Beta
2h88B02,-1.4405296,1.1284424,1,10,1060,10,1.10,Mainly Alpha
4mewA01,0.6592762,6.558709,1,10,238,230,1.10,Mainly Alpha
3jvoA00,0.93746954,3.797636,1,10,3230,30,1.10,Mainly Alpha
2iazA00,-3.752611,3.8944073,1,20,1500,10,1.20,Mainly Alpha
2bicA01,3.0426445,7.110891,6,10,140,540,6.10,Special
3rwnB00,7.115227,1.4513972,2,60,120,1120,2.60,Mainly Beta
4cc0A01,5.9843783,0.6633526,2,60,40,3510,2.60,Mainly Beta
1zkrB00,-4.382909,-0.06564248,1,20,920,50,1.20,Mainly Alpha
3im9A01,-1.5966741,-1.0389714,3,40,366,10,3.40,Alpha Beta
6fqcA02,-0.56975365,8.233621,1,20,1280,270,1.20,Mainly Alpha
3iquA00,-8.135691,-3.029982,1,20,190,20,1.20,Mainly Alpha
3vkgA03,-0.2879653,6.1557236,3,20,180,20,3.20,Alpha Beta
4a82A01,-7.5232954,-5.9013586,1,20,1560,10,1.20,Mainly Alpha
1o75A04,7.3138328,4.286894,2,60,40,1270,2.60,Mainly Beta
1zavA02,-1.4274133,3.3791854,6,10,250,290,6.10,Special
1ufiC01,-2.3847396,6.0294304,1,10,287,1090,1.10,Mainly Alpha
3ieeA02,-3.5708282,3.0883884,1,20,58,820,1.20,Mainly Alpha
3pdiD03,2.6227665,5.8665795,6,10,250,1090,6.10,Special
3opyI00,-2.8534355,-2.2255692,3,40,50,11920,3.40,Alpha Beta
4l7aA00,-2.9937358,0.3588533,3,40,390,70,3.40,Alpha Beta
6bsyA00,-4.2839622,5.930958,6,10,140,630,6.10,Special
3cf2A06,3.704037,6.2593746,6,10,20,150,6.10,Special
4dguA02,5.9502463,1.1764703,2,60,40,2670,2.60,Mainly Beta
3u28B01,6.7862697,5.478671,4,10,80,300,4.10,Few Sec. Str.
2xgjB04,-7.1345024,0.79766333,1,20,1500,20,1.20,Mainly Alpha
1ekeB02,1.9413992,7.7232943,1,10,10,460,1.10,Mainly Alpha
4gf4A00,6.0922256,-2.7515986,2,40,160,180,2.40,Mainly Beta
4f9cB02,1.4527231,5.8460383,6,10,250,3410,6.10,Special
2d2sA01,-6.05796,2.5543735,1,20,58,1210,1.20,Mainly Alpha
4ftfA00,-0.09690829,6.0672927,3,30,300,250,3.30,Alpha Beta
2x5hA00,1.1800971,6.9270954,3,30,720,60,3.30,Alpha Beta
6az1Y00,5.607549,4.349462,3,30,1230,20,3.30,Alpha Beta
2jqqA00,-6.9302697,-0.08550289,1,20,58,1240,1.20,Mainly Alpha
3l4gC01,2.2270653,5.0836406,3,30,1370,240,3.30,Alpha Beta
16vpA00,-7.04793,-2.5039344,1,10,1290,10,1.10,Mainly Alpha
3c5nA00,4.5086675,0.21660726,3,20,90,10,3.20,Alpha Beta
3fvvA02,-0.14723241,6.9797096,1,20,1440,100,1.20,Mainly Alpha
1tt5B03,4.0714803,7.071535,3,10,20,260,3.10,Alpha Beta
2kl5A00,5.38421,3.6675956,3,50,4,20,3.50,Alpha Beta
1vqqA01,1.7031802,5.9186573,3,10,450,100,3.10,Alpha Beta
2ayxA01,4.4007945,4.427951,3,40,50,10970,3.40,Alpha Beta
1f08B00,2.482045,3.4308746,3,40,1310,10,3.40,Alpha Beta
3h95A02,6.8856225,5.1241913,4,10,80,100,4.10,Few Sec. Str.
2f76X00,-0.97887254,4.10063,1,10,150,490,1.10,Mainly Alpha
4kq7A01,7.0813546,0.9059673,2,60,120,1390,2.60,Mainly Beta
2ox6D00,-3.4791932,2.9270113,1,10,3100,10,1.10,Mainly Alpha
2o9xA01,-0.15930274,5.066971,1,20,120,700,1.20,Mainly Alpha
1nnvA01,2.7488363,5.244591,3,10,450,140,3.10,Alpha Beta
1ohfC01,0.0023957493,3.5269172,1,20,1690,30,1.20,Mainly Alpha
3p4gD00,10.941772,-4.5251393,2,160,20,160,2.160,Mainly Beta
2o5iN05,1.5892601,6.700555,1,10,40,90,1.10,Mainly Alpha
3ufbA01,-2.6892204,2.4642217,1,20,1260,30,1.20,Mainly Alpha
2r5oA01,6.926235,1.111422,2,70,50,60,2.70,Mainly Beta
6gm5A02,-1.8214918,4.5160704,3,40,950,10,3.40,Alpha Beta
4hi6C00,5.6988497,3.6849635,2,70,20,40,2.70,Mainly Beta
1ikpA02,-2.0045273,3.4398413,3,90,1350,10,3.90,Alpha Beta
3lmmC04,1.0773,6.8853083,1,10,10,2340,1.10,Mainly Alpha
3d34B01,5.3215675,1.437889,2,60,40,2130,2.60,Mainly Beta
4eneB00,-7.635806,-7.177538,1,10,3080,10,1.10,Mainly Alpha
2ld7B00,-0.9963618,5.685091,1,20,1160,11,1.20,Mainly Alpha
4bl6D00,-7.5958934,-1.7483928,6,10,250,2470,6.10,Special
3g27A01,2.1493914,7.199753,3,30,50,20,3.30,Alpha Beta
2a5yB03,0.62271804,6.3291373,1,10,8,490,1.10,Mainly Alpha
4krgA02,0.9257317,0.9243055,3,40,50,12180,3.40,Alpha Beta
3qflA00,-8.0544615,-1.4979737,1,20,5,4130,1.20,Mainly Alpha
2oap101,1.0527772,1.75769,3,30,450,380,3.30,Alpha Beta
3mp7B00,-5.3483686,4.186093,1,20,5,820,1.20,Mainly Alpha
1edxA00,2.6478822,7.300006,4,10,840,10,4.10,Few Sec. Str.
1vpcA00,0.5610372,3.9552534,1,20,5,90,1.20,Mainly Alpha
2looA01,4.131699,6.279073,6,10,250,1330,6.10,Special
2e1mA01,3.1669116,7.0674863,6,10,250,1500,6.10,Special
2z4iB02,6.872504,2.622818,2,40,50,540,2.40,Mainly Beta
3x2mA00,5.4410243,0.8136054,2,40,40,10,2.40,Mainly Beta
3f3fD01,6.9210267,5.3509464,2,20,25,500,2.20,Mainly Beta
1lshB00,6.794796,-0.5019279,2,20,90,10,2.20,Mainly Beta
5cqgA03,-0.058451615,4.6229615,1,10,10,2210,1.10,Mainly Alpha
2isbA00,5.7263002,-0.13252562,3,20,130,10,3.20,Alpha Beta
2cx0A01,5.8319893,5.3204184,3,10,450,120,3.10,Alpha Beta
2vwsA00,-0.61569136,-0.89141536,3,20,20,60,3.20,Alpha Beta
2xocA01,5.0475435,6.4352736,3,30,40,140,3.30,Alpha Beta
4bjtA02,1.1181545,7.276663,1,10,10,2170,1.10,Mainly Alpha
1vr6D01,4.8796287,5.215696,3,30,70,1140,3.30,Alpha Beta
4es8B01,5.6246667,-0.06311459,2,60,120,1240,2.60,Mainly Beta
2z0tB00,3.7397664,5.199832,2,30,130,30,2.30,Mainly Beta
5tuxA01,-2.766892,2.3383992,1,10,2090,10,1.10,Mainly Alpha
2qq9A03,6.7794857,4.6043754,2,30,30,90,2.30,Mainly Beta
2l5qA01,7.585095,4.6146536,2,30,30,730,2.30,Mainly Beta
4hspA00,6.6441755,0.9532289,2,40,50,870,2.40,Mainly Beta
2ovbA02,0.4739077,6.6207256,1,25,40,460,1.25,Mainly Alpha
4j5tA01,0.9710052,-0.63213146,2,70,98,110,2.70,Mainly Beta
4bk0A01,-2.169669,4.859166,6,10,250,2460,6.10,Special
2pbiA02,-1.9040453,4.3820233,1,10,1240,60,1.10,Mainly Alpha
3mkoA00,-8.5751915,1.1654594,6,10,140,1590,6.10,Special
2olmA00,0.11722443,5.6325903,1,10,220,150,1.10,Mainly Alpha
3rlfF02,6.485959,4.541226,3,10,650,10,3.10,Alpha Beta
2klqA00,-1.4799322,5.3291173,1,20,58,870,1.20,Mainly Alpha
2bdrA00,6.429574,0.06981672,2,60,120,480,2.60,Mainly Beta
4e2xA01,6.4017754,4.6974044,6,20,50,110,6.20,Special
2lcuA01,-6.9678917,1.298708,1,20,910,20,1.20,Mainly Alpha
1zxuA00,4.8440037,2.6119175,2,40,160,200,2.40,Mainly Beta
1yhnB00,-7.695513,2.6034443,6,10,230,10,6.10,Special
3kdrA03,4.5547853,6.1937575,3,30,1120,70,3.30,Alpha Beta
2rbkA01,1.5188797,2.7025516,3,40,50,1000,3.40,Alpha Beta
2j8pA00,1.8087676,7.09056,1,10,20,70,1.10,Mainly Alpha
4ww7B00,1.0168283,2.8747203,3,30,2380,10,3.30,Alpha Beta
2wa0A02,0.8115111,6.2046943,1,10,10,1210,1.10,Mainly Alpha
3hhtA00,-1.5187191,2.2753398,3,90,330,10,3.90,Alpha Beta
1zr6A01,3.231028,5.9006634,3,30,43,10,3.30,Alpha Beta
2cxaA01,5.712904,5.773125,3,30,70,3550,3.30,Alpha Beta
2j9lA02,4.221662,5.6445403,3,10,580,20,3.10,Alpha Beta
1jfwA00,2.9092882,5.120204,4,10,20,10,4.10,Few Sec. Str.
4m70B00,-3.5354118,4.551489,1,10,246,200,1.10,Mainly Alpha
1sf9A01,-2.0961545,6.5168805,1,10,287,880,1.10,Mainly Alpha
4hr1A00,-5.549298,2.8438377,1,20,1270,410,1.20,Mainly Alpha
2d00A02,4.323596,6.1923532,6,10,140,810,6.10,Special
1q6zA02,1.2685317,1.3535513,3,40,50,1220,3.40,Alpha Beta
1uptF00,1.59701,6.343087,1,10,220,60,1.10,Mainly Alpha
1eu1A02,-1.034884,-0.107449114,3,40,228,10,3.40,Alpha Beta
2e12A00,7.2677383,3.8523643,2,30,30,720,2.30,Mainly Beta
3hi2B00,5.376337,5.1718144,3,30,2310,40,3.30,Alpha Beta
3lovA02,2.4063442,1.3057307,3,90,660,20,3.90,Alpha Beta
1uglA00,5.921636,6.0922866,3,30,30,70,3.30,Alpha Beta
5ippB02,1.6039528,3.8548787,3,10,310,30,3.10,Alpha Beta
4x5mA00,-4.6104045,4.7884383,1,20,1280,290,1.20,Mainly Alpha
1d5tA02,4.0519476,2.7606606,3,30,519,10,3.30,Alpha Beta
1zhxA04,-1.1607326,5.9621925,3,30,70,3490,3.30,Alpha Beta
3kevA02,0.36785272,4.7441845,1,10,238,200,1.10,Mainly Alpha
4z3gA00,5.1534367,-0.9448566,2,60,40,1370,2.60,Mainly Beta
2vk9A04,-1.6704375,3.6618783,1,10,274,80,1.10,Mainly Alpha
1z2nX01,5.851149,4.847586,3,40,50,10820,3.40,Alpha Beta
3buxB01,-5.5051274,1.3735688,1,20,930,20,1.20,Mainly Alpha
1wthA01,6.4987717,1.6981487,2,40,50,260,2.40,Mainly Beta
2ra1A02,-2.2744212,6.318147,1,20,58,780,1.20,Mainly Alpha
2m76A00,1.3682089,5.5808764,6,10,250,1760,6.10,Special
3kp1A01,-3.6529167,-4.3120522,3,20,20,440,3.20,Alpha Beta
3dd6A01,-2.3573687,1.0983249,3,30,230,70,3.30,Alpha Beta
3wnzA04,6.0979967,3.6773908,3,90,1170,60,3.90,Alpha Beta
3cm1C00,4.220195,4.7243996,2,30,31,20,2.30,Mainly Beta
4kp3C00,-4.9073944,4.61128,1,20,58,1770,1.20,Mainly Alpha
2wb0X01,-2.3985705,4.6265945,1,10,269,10,1.10,Mainly Alpha
3fanA03,5.584028,5.954574,3,30,40,20,3.30,Alpha Beta
4fasA02,-6.801046,0.017229078,1,20,850,10,1.20,Mainly Alpha
4j8cA00,0.902604,6.987882,6,10,250,3420,6.10,Special
3if8B03,7.3916416,4.225578,6,20,270,10,6.20,Special
3iiiA02,2.2728593,6.8480706,1,10,3020,20,1.10,Mainly Alpha
3nggB00,7.3350153,4.7382007,4,10,75,10,4.10,Few Sec. Str.
3iagC01,4.753689,1.8329058,2,60,40,1450,2.60,Mainly Beta
4lttA00,5.4477296,5.8633213,3,30,2310,20,3.30,Alpha Beta
3t4nB01,6.8310633,3.266002,2,20,25,290,2.20,Mainly Beta
3rd4B00,7.2433743,2.52323,2,40,50,660,2.40,Mainly Beta
1ngmB00,0.5216331,4.28351,1,20,5,650,1.20,Mainly Alpha
1whsB01,3.9234986,6.6761603,6,10,250,940,6.10,Special
2x98A02,1.0395409,6.6492386,1,10,60,40,1.10,Mainly Alpha
2jyaA00,5.9956875,4.093821,3,30,160,190,3.30,Alpha Beta
2k5cA00,1.8866322,5.086883,3,10,20,830,3.10,Alpha Beta
1ukfA00,-0.7992296,0.88254195,3,90,70,20,3.90,Alpha Beta
3ioxA02,0.6131515,-3.1464708,2,60,530,10,2.60,Mainly Beta
1n91A00,4.4435554,6.041109,3,30,1200,10,3.30,Alpha Beta
4bx8A03,-2.7441332,5.465316,3,90,830,10,3.90,Alpha Beta
1mijA00,-1.7822038,3.1938884,1,10,10,500,1.10,Mainly Alpha
1kp8A02,-2.0360343,6.898381,3,30,260,10,3.30,Alpha Beta
4nkpC00,0.8374802,2.7232425,3,30,450,150,3.30,Alpha Beta
2w2sA00,3.5753903,2.1863797,3,10,460,20,3.10,Alpha Beta
3c8yA01,3.2375345,5.3743734,3,10,20,740,3.10,Alpha Beta
6cbuA00,4.200367,4.5142193,3,30,70,100,3.30,Alpha Beta
2jbwB01,-2.1797514,3.333545,1,20,1440,110,1.20,Mainly Alpha
2ww2A03,-0.7731033,7.1136785,1,20,1050,60,1.20,Mainly Alpha
5tz6B02,4.696252,1.0764229,3,10,129,120,3.10,Alpha Beta
3kdrA01,-1.5968553,5.3966947,1,20,1270,210,1.20,Mainly Alpha
3qwlA01,1.7416636,7.1263065,1,10,10,750,1.10,Mainly Alpha
5yi6B01,2.5243058,2.9482656,3,30,70,1890,3.30,Alpha Beta
1wp9B03,-6.105533,1.5108247,1,20,1320,20,1.20,Mainly Alpha
4b43A01,-3.2590525,4.982201,1,10,10,2480,1.10,Mainly Alpha
2ykoA01,-8.429325,3.0256152,1,20,5,390,1.20,Mainly Alpha
2vqgA00,-0.7851122,6.973856,1,10,10,1280,1.10,Mainly Alpha
1yu0A02,4.4614263,2.2854948,2,80,20,10,2.80,Mainly Beta
4ag4A02,5.9998136,0.06587618,2,60,120,1190,2.60,Mainly Beta
3wryA01,-4.692849,0.79462355,3,40,50,12020,3.40,Alpha Beta
4fwvA02,-5.130843,1.5071958,1,20,120,1680,1.20,Mainly Alpha
2jugA01,3.4609888,6.6484113,1,10,10,1830,1.10,Mainly Alpha
2qkwA00,-5.25212,4.2376246,1,20,1270,140,1.20,Mainly Alpha
4fe3A02,-1.1112267,5.2622485,1,10,150,340,1.10,Mainly Alpha
1igqB00,7.664434,3.8589532,2,30,30,150,2.30,Mainly Beta
3bg2A03,-4.3599787,5.601096,1,10,3410,10,1.10,Mainly Alpha
2dlaA01,-4.8788657,-0.2625658,1,20,930,50,1.20,Mainly Alpha
2b1yA00,5.7860622,0.13338508,4,10,1210,10,4.10,Few Sec. Str.
1zi7A02,-2.536355,6.107047,6,10,140,1150,6.10,Special
3aa0B01,1.4841111,6.844753,1,20,58,570,1.20,Mainly Alpha
1twfL00,6.50527,4.2023478,2,20,28,30,2.20,Mainly Beta
3liuA01,7.002513,2.9700055,2,60,40,3160,2.60,Mainly Beta
2ixsA02,3.8068864,3.279642,3,40,1350,80,3.40,Alpha Beta
1qexA03,6.9850707,1.7996271,2,60,40,1680,2.60,Mainly Beta
1ok0A00,7.0618587,4.005918,2,60,40,20,2.60,Mainly Beta
2zaiA02,7.53605,3.046969,2,40,128,390,2.40,Mainly Beta
2r7rA05,-4.122489,0.9669691,1,10,357,80,1.10,Mainly Alpha
1tt5B02,1.2922033,7.2012987,1,10,10,520,1.10,Mainly Alpha
2pyqA00,0.4441059,4.0955377,1,10,238,120,1.10,Mainly Alpha
1yi9A01,6.716033,0.64717436,2,60,120,310,2.60,Mainly Beta
2in3A02,-2.1479497,5.6106997,1,10,472,60,1.10,Mainly Alpha
2ve7C02,4.071256,6.779565,3,30,160,570,3.30,Alpha Beta
1wiwA01,3.0156198,4.0383067,3,40,50,10920,3.40,Alpha Beta
3if4A02,4.4479985,6.6601477,1,20,5,1210,1.20,Mainly Alpha
3k7iB00,2.2296698,3.4369888,3,30,1380,10,3.30,Alpha Beta
1y6uA01,3.0786512,7.2098966,3,90,105,50,3.90,Alpha Beta
1dm9A00,1.65103,5.195499,3,10,290,10,3.10,Alpha Beta
1o5hA00,-6.01714,-2.893675,1,20,120,680,1.20,Mainly Alpha
3proC02,5.0333934,5.9739656,3,30,300,50,3.30,Alpha Beta
6n3dA01,4.0534625,4.985348,3,30,70,330,3.30,Alpha Beta
1vlyA01,4.1769133,4.9102173,3,30,70,1630,3.30,Alpha Beta
4adiA01,7.4425254,3.6009552,2,60,98,30,2.60,Mainly Beta
3pieC01,-0.36580828,-0.76456654,3,40,50,12390,3.40,Alpha Beta
3q7cA01,0.54820275,0.8858134,3,30,420,410,3.30,Alpha Beta
4ewcA01,6.4384246,5.813365,2,20,25,560,2.20,Mainly Beta
1k5cA00,10.665217,-4.557972,2,160,20,10,2.160,Mainly Beta
2vugA05,6.158949,5.421785,3,30,70,3360,3.30,Alpha Beta
4bpfA00,0.014701091,7.073229,1,10,1200,10,1.10,Mainly Alpha
5xapA02,1.6991506,2.4914982,3,30,70,3220,3.30,Alpha Beta
3fprA00,7.101047,3.9699278,2,30,130,100,2.30,Mainly Beta
3s28A02,-1.8769948,3.183787,1,20,120,1230,1.20,Mainly Alpha
2hqxA01,7.584864,3.939545,2,30,30,140,2.30,Mainly Beta
2j8bA00,5.637336,5.2242584,2,10,60,10,2.10,Mainly Beta
3cxbA03,-4.2236075,4.413955,1,10,1740,30,1.10,Mainly Alpha
2x3mA00,-4.770899,0.35010788,1,25,40,670,1.25,Mainly Alpha
4c1bA02,-2.6670723,6.4056025,3,40,50,12700,3.40,Alpha Beta
1h5wB01,-3.5241592,5.276954,1,10,246,30,1.10,Mainly Alpha
2j58A01,5.055048,5.3930087,3,10,560,10,3.10,Alpha Beta
3w1eA01,3.8424742,5.758796,3,30,1660,40,3.30,Alpha Beta
5osiK00,-6.4647946,-5.129446,1,25,40,660,1.25,Mainly Alpha
3o6uA00,0.62895185,4.8596425,3,90,1010,20,3.90,Alpha Beta
3k6oA01,7.4950013,3.4840295,2,40,50,500,2.40,Mainly Beta
1q1lA00,-2.631533,-1.5560683,3,60,150,10,3.60,Alpha Beta
1v4pC01,0.40520284,5.2765846,3,30,980,10,3.30,Alpha Beta
1nu7D01,-7.926998,2.1448002,1,20,120,750,1.20,Mainly Alpha
3sqnA02,-2.7365685,4.4023466,1,10,1790,40,1.10,Mainly Alpha
3hq1B03,2.1739933,7.403644,1,10,1220,20,1.10,Mainly Alpha
4oltA02,0.034752958,5.2458086,3,30,386,10,3.30,Alpha Beta
4i1kA00,5.607204,3.8432631,2,40,330,10,2.40,Mainly Beta
5a6sA02,3.7617872,5.8054814,3,40,50,12090,3.40,Alpha Beta
2diiA01,1.1423588,7.3893023,6,10,140,1200,6.10,Special
3hxlA05,5.135686,6.056934,3,30,360,90,3.30,Alpha Beta
2kbzA00,-1.0279942,5.606451,1,10,246,150,1.10,Mainly Alpha
4dgwB01,1.6649399,7.248154,1,10,10,790,1.10,Mainly Alpha
2px0A01,0.20367603,6.266642,1,20,120,1380,1.20,Mainly Alpha
1a9xB01,3.377399,1.7495596,3,50,30,20,3.50,Alpha Beta
4kncA02,6.9631147,2.2496743,2,60,120,1380,2.60,Mainly Beta
1aq5A00,-6.520223,3.5910974,1,20,5,30,1.20,Mainly Alpha
4cq4B00,-5.2320604,2.0950546,6,10,340,10,6.10,Special
3zg9A00,4.8444533,6.189123,6,20,370,110,6.20,Special
3kdgA02,2.099336,5.541905,3,30,1370,100,3.30,Alpha Beta
2lmkA00,1.8691027,7.080316,1,20,50,60,1.20,Mainly Alpha
1p49A02,-4.4852457,5.68277,1,10,287,550,1.10,Mainly Alpha
3qexA05,-0.44578102,7.0353622,1,20,1280,300,1.20,Mainly Alpha
1n3lA02,-0.5502098,5.1419563,1,10,240,10,1.10,Mainly Alpha
2gukA00,2.1063101,4.2857122,3,30,2190,10,3.30,Alpha Beta
5o6hA00,-1.47219,-2.2708292,3,40,630,170,3.40,Alpha Beta
3gywA02,0.45604125,6.5622945,3,30,1120,90,3.30,Alpha Beta
3rlbA00,-7.549283,-0.6633266,1,10,1760,20,1.10,Mainly Alpha
2jmsA01,0.7895219,8.191928,1,20,50,40,1.20,Mainly Alpha
2ic6A00,-7.6237473,4.694607,1,20,58,90,1.20,Mainly Alpha
3b08E00,4.3049874,6.2704873,2,30,30,380,2.30,Mainly Beta
1vq8Q00,7.3792114,3.8219872,2,30,30,70,2.30,Mainly Beta
4ecnA01,6.3857074,0.84790224,2,60,40,3540,2.60,Mainly Beta
1gaxA04,6.331518,4.9982877,3,30,1170,10,3.30,Alpha Beta
2zyrB03,3.7296364,2.8417056,2,60,40,2200,2.60,Mainly Beta
1vajA01,0.76275337,4.3906326,3,30,700,20,3.30,Alpha Beta
3mb5A01,6.975728,5.153509,3,10,330,20,3.10,Alpha Beta
1b12A02,6.5617857,3.5869281,2,170,230,10,2.170,Mainly Beta
2d68A00,0.15149331,7.635892,1,20,960,40,1.20,Mainly Alpha
3ly7A01,-0.21241184,3.289867,3,40,50,11830,3.40,Alpha Beta
3iylW01,-2.5116858,-3.0352767,3,90,1810,10,3.90,Alpha Beta
3pifB08,5.9965844,6.0643578,6,10,250,1110,6.10,Special
5yrvC02,-3.1028166,3.9306023,1,10,1510,20,1.10,Mainly Alpha
2zcaB00,-3.6767154,0.32061636,1,10,520,40,1.10,Mainly Alpha
2jr1A01,3.9322968,6.277739,3,30,160,510,3.30,Alpha Beta
5a0lA01,6.5011644,3.655614,2,30,30,670,2.30,Mainly Beta
1nt2B01,-0.41487765,5.8135233,3,30,2150,10,3.30,Alpha Beta
2bu3B00,0.46761528,1.1470811,3,90,70,30,3.90,Alpha Beta
4xjwA03,6.733003,4.5064845,2,40,220,10,2.40,Mainly Beta
4hfvA02,-3.0608482,5.7508693,6,10,280,170,6.10,Special
4u5wA00,2.32453,4.9535847,3,30,62,10,3.30,Alpha Beta
2y4yA00,7.0833244,4.565492,2,30,30,830,2.30,Mainly Beta
3rsnA00,2.1839433,3.992633,3,90,980,20,3.90,Alpha Beta
2lfuA01,6.1252494,5.8935876,6,20,50,70,6.20,Special
2jpfA01,-2.1060658,6.045261,1,20,58,960,1.20,Mainly Alpha
4uafB00,-6.2028437,-7.169309,1,25,10,10,1.25,Mainly Alpha
1sdiA00,-6.8695393,-1.3938358,1,10,3890,10,1.10,Mainly Alpha
2wyhB02,-1.3313718,5.4709697,1,10,1240,90,1.10,Mainly Alpha
4xjxA02,2.4955719,7.0174274,3,90,640,50,3.90,Alpha Beta
3if8B02,-4.0051374,4.702205,1,20,58,730,1.20,Mainly Alpha
2w02B04,5.3263326,6.5040073,2,20,25,450,2.20,Mainly Beta
2lxeA01,0.37864032,6.366167,1,10,8,850,1.10,Mainly Alpha
4f01A02,-4.7438793,4.293609,1,20,1270,10,1.20,Mainly Alpha
1d6gA00,4.6291275,6.7581496,4,10,670,10,4.10,Few Sec. Str.
4bhrA00,5.0160093,5.128084,3,30,1300,70,3.30,Alpha Beta
2konA00,3.0317166,6.269297,3,30,160,350,3.30,Alpha Beta
2x49A02,5.9081774,5.880519,3,40,5,40,3.40,Alpha Beta
3nkdB01,6.9392715,4.5400243,3,100,10,20,3.100,Alpha Beta
4ip8A00,-5.619232,3.6122513,1,10,132,110,1.10,Mainly Alpha
1oz9A00,-0.5861254,4.46776,3,40,390,30,3.40,Alpha Beta
2xqqC00,2.3460226,6.3116198,3,30,740,10,3.30,Alpha Beta
2wlvA00,-2.9136567,2.0598567,1,10,375,10,1.10,Mainly Alpha
2xqyA02,-2.6274922,0.6881571,1,20,58,1340,1.20,Mainly Alpha
1zq1A01,7.278592,2.7661967,2,30,30,520,2.30,Mainly Beta
2j6bA00,5.7205195,3.7312644,3,40,50,11170,3.40,Alpha Beta
2yh6D00,3.9267442,4.640417,3,30,530,50,3.30,Alpha Beta
6n1mA01,-4.572964,2.4087038,1,10,275,10,1.10,Mainly Alpha
1jb0K00,1.0564407,5.911837,1,20,860,20,1.20,Mainly Alpha
2ijrA01,5.7517715,4.6142244,3,30,70,1270,3.30,Alpha Beta
3rgcA01,-4.8603053,1.6201905,1,10,4030,10,1.10,Mainly Alpha
4ildA03,7.285914,4.070551,2,60,40,4200,2.60,Mainly Beta
