header,Size
MIP_00307058,60
MIP_00324757,56
MIP_00211930,58
MIP_00325899,57
MIP_00249720,56
MIP_00228627,141
MIP_00180544,138
MIP_00188000,143
MIP_00161825,141
MIP_00188137,139
MIP_00257708,143
MIP_00225209,120
MIP_00198086,131
MIP_00152363,134
MIP_00222419,138
MIP_00247483,138
MIP_00184204,141
MIP_00231948,136
MIP_00150434,140
MIP_00145010,132
MIP_00177406,142
MIP_00180194,141
MIP_00186450,138
MIP_00145578,128
MIP_00079950,124
MIP_00269093,121
MIP_00147391,133
MIP_00178947,140
MIP_00187012,138
MIP_00196443,141
MIP_00178791,139
MIP_00179106,134
MIP_00188735,138
MIP_00221476,140
MIP_00224882,140
MIP_00181667,141
MIP_00192989,139
MIP_00232038,122
MIP_00177583,142
MIP_00183208,144
MIP_00074582,121
MIP_00093537,116
MIP_00161757,122
MIP_00145742,105
MIP_00147207,102
MIP_00194543,119
MIP_00179373,140
MIP_00188549,131
MIP_00206160,131
MIP_00212661,133
MIP_00217837,134
MIP_00227273,131
MIP_00227944,133
MIP_00188622,127
MIP_00188757,133
MIP_00200856,138
MIP_00183315,142
MIP_00221556,127
MIP_00204449,138
MIP_00206488,136
MIP_00206812,121
MIP_00225986,130
MIP_00207200,141
MIP_00092176,133
MIP_00181718,134
MIP_00208149,140
MIP_00212274,131
MIP_00209180,126
MIP_00212786,121
MIP_00227099,131
MIP_00228094,120
MIP_00213374,141
MIP_00221060,140
MIP_00228525,133
MIP_00213348,130
MIP_00216177,130
MIP_00254418,116
MIP_00230844,130
MIP_00167343,136
MIP_00185524,140
MIP_00265094,129
MIP_00247179,143
MIP_00258004,134
MIP_00198391,142
MIP_00230473,127
MIP_00201705,142
MIP_00202688,138
MIP_00148687,134
MIP_00157123,135
MIP_00176623,140
MIP_00190833,137
MIP_00206471,143
MIP_00231428,143
MIP_00160476,123
MIP_00199275,140
MIP_00226944,130
MIP_00186958,120
MIP_00147429,119
MIP_00084989,117
MIP_00091924,120
MIP_00093122,124
MIP_00144523,120
MIP_00163928,113
MIP_00178336,125
MIP_00194912,124
MIP_00178546,131
MIP_00182073,137
MIP_00193384,134
MIP_00195975,134
MIP_00251259,130
MIP_00093088,127
MIP_00191389,144
MIP_00230856,131
MIP_00195005,126
MIP_00071568,124
MIP_00192490,129
MIP_00176848,120
MIP_00079920,115
MIP_00224966,121
MIP_00209841,140
MIP_00167250,127
MIP_00121411,105
MIP_00165436,118
MIP_00194520,121
MIP_00196781,124
MIP_00167123,121
MIP_00075234,139
MIP_00060511,124
MIP_00073303,136
MIP_00083031,137
MIP_00067698,125
MIP_00155603,124
MIP_00185896,131
MIP_00164620,125
MIP_00187162,127
MIP_00088647,134
MIP_00073158,135
MIP_00097735,126
MIP_00166881,147
MIP_00091079,116
MIP_00145750,116
MIP_00204016,134
MIP_00094755,107
MIP_00080140,120
MIP_00095376,130
MIP_00156822,116
MIP_00180704,109
MIP_00103743,103
MIP_00152670,120
MIP_00085155,114
MIP_00205219,112
MIP_00160685,128
MIP_00162484,109
MIP_00185266,136
MIP_00229147,130
MIP_00098648,122
MIP_00154267,127
MIP_00086241,118
MIP_00094900,120
MIP_00157510,118
MIP_00078222,102
MIP_00086000,115
MIP_00094731,118
MIP_00155396,115
MIP_00144220,125
MIP_00165264,127
MIP_00073197,116
MIP_00166454,108
MIP_00189847,118
MIP_00202024,118
MIP_00213824,118
MIP_00177031,121
MIP_00187083,124
MIP_00202312,104
MIP_00157991,122
MIP_00085543,118
MIP_00161047,119
MIP_00162259,123
MIP_00077536,117
MIP_00155627,144
MIP_00201728,121
MIP_00222539,121
MIP_00188022,121
MIP_00182167,112
MIP_00073926,113
MIP_00156459,102
MIP_00201217,112
MIP_00095067,110
MIP_00075051,110
MIP_00079122,110
MIP_00146899,111
MIP_00126981,124
MIP_00154087,108
MIP_00225453,109
MIP_00226223,100
MIP_00199716,123
MIP_00182536,127
MIP_00216196,108
MIP_00232220,107
MIP_00088937,116
MIP_00192286,109
MIP_00218175,109
MIP_00253802,107
MIP_00261311,112
MIP_00300092,101
MIP_00301085,100
MIP_00148143,101
MIP_00182227,118
MIP_00078554,113
MIP_00180497,112
MIP_00196565,122
MIP_00221118,112
MIP_00199390,113
MIP_00279739,111
MIP_00208453,112
MIP_00185102,139
MIP_00153903,142
MIP_00179082,141
MIP_00231957,143
MIP_00194866,131
MIP_00180098,132
MIP_00184055,134
MIP_00193752,141
MIP_00194618,137
MIP_00251258,141
MIP_00183025,125
MIP_00200888,119
MIP_00208428,142
MIP_00179932,135
MIP_00206958,162
MIP_00178984,151
MIP_00184110,136
MIP_00149533,119
MIP_00182614,136
MIP_00205817,140
MIP_00165485,127
MIP_00179571,136
MIP_00184977,138
MIP_00194801,123
MIP_00196010,130
MIP_00196856,132
MIP_00205911,136
MIP_00209426,135
MIP_00232953,136
MIP_00241700,127
MIP_00206354,137
MIP_00194664,139
MIP_00209956,139
MIP_00226046,139
MIP_00178581,134
MIP_00185907,140
MIP_00204471,132
MIP_00223117,137
MIP_00185880,120
MIP_00084286,119
MIP_00089535,123
MIP_00098149,112
MIP_00181583,123
MIP_00205664,120
MIP_00091916,117
MIP_00090830,114
MIP_00149662,124
MIP_00223145,137
MIP_00190001,141
MIP_00150036,136
MIP_00180145,139
MIP_00207294,139
MIP_00217064,137
MIP_00201308,136
MIP_00203384,140
MIP_00226461,120
MIP_00211766,113
MIP_00215076,131
MIP_00246712,131
MIP_00229848,144
MIP_00198859,133
MIP_00228629,110
MIP_00228637,167
MIP_00228639,77
MIP_00228652,53
MIP_00228653,53
MIP_00211018,58
MIP_00228692,57
MIP_00228654,61
MIP_00091334,58
MIP_00103600,60
MIP_00136994,52
MIP_00301377,54
MIP_00207979,56
MIP_00211019,61
MIP_00228693,58
MIP_00102698,58
MIP_00233754,63
MIP_00242674,57
MIP_00103231,52
MIP_00250346,67
MIP_00256671,57
MIP_00290854,57
MIP_00228656,92
MIP_00228658,74
MIP_00228659,167
MIP_00232835,170
MIP_00228661,167
MIP_00228663,43
MIP_00228664,53
MIP_00228669,167
MIP_00228670,47
MIP_00228671,90
MIP_00228673,60
MIP_00228675,55
MIP_00228680,144
MIP_00228682,78
MIP_00228686,167
MIP_00228688,61
MIP_00228689,102
MIP_00228691,52
MIP_00228695,117
MIP_00228702,57
MIP_00228703,50
MIP_00228704,59
MIP_00186294,65
MIP_00228705,64
MIP_00228708,99
MIP_00252516,67
MIP_00253333,53
MIP_00253335,53
MIP_00267696,55
MIP_00253336,94
MIP_00279245,95
MIP_00253337,67
MIP_00253339,179
MIP_00253344,178
MIP_00280145,190
MIP_00253348,44
MIP_00253349,49
MIP_00253354,53
MIP_00253359,179
MIP_00253360,83
MIP_00253612,84
MIP_00252750,83
MIP_00247090,79
MIP_00247118,80
MIP_00249196,81
MIP_00249924,82
MIP_00251669,80
MIP_00271312,81
MIP_00253363,54
MIP_00253364,120
MIP_00192899,149
MIP_00204434,149
MIP_00300300,131
MIP_00253367,60
MIP_00253370,59
MIP_00253373,64
MIP_00253379,73
MIP_00253382,61
MIP_00253385,94
MIP_00253386,62
MIP_00253392,54
MIP_00253398,63
MIP_00212253,61
MIP_00225611,63
MIP_00213688,63
MIP_00253406,179
MIP_00293535,193
MIP_00259412,181
MIP_00267096,183
MIP_00294478,193
MIP_00278537,189
MIP_00302971,194
MIP_00253409,68
MIP_00253412,114
MIP_00253414,53
MIP_00253417,103
MIP_00253422,86
MIP_00253423,62
MIP_00253435,68
MIP_00254033,121
MIP_00254034,72
MIP_00254038,179
MIP_00278355,189
MIP_00296202,191
MIP_00305651,197
MIP_00293275,192
MIP_00254044,99
MIP_00254048,53
MIP_00254049,47
MIP_00254050,43
MIP_00254052,70
MIP_00254053,47
MIP_00254055,85
MIP_00254065,65
MIP_00254073,47
MIP_00254074,115
MIP_00250425,115
MIP_00252864,114
MIP_00268632,122
MIP_00313225,122
MIP_00269568,119
MIP_00279284,118
MIP_00254077,175
MIP_00254083,63
MIP_00032820,74
MIP_00254084,61
MIP_00254085,75
MIP_00156736,87
MIP_00035654,73
MIP_00165664,76
MIP_00179394,76
MIP_00198999,85
MIP_00258948,77
MIP_00270435,76
MIP_00254088,50
MIP_00254091,53
MIP_00270728,55
MIP_00266158,55
MIP_00254093,40
MIP_00247633,40
MIP_00240327,41
MIP_00312418,41
MIP_00258472,41
MIP_00264706,41
MIP_00242912,43
MIP_00254094,66
MIP_00254097,80
MIP_00254105,49
MIP_00254106,62
MIP_00254107,74
MIP_00210522,75
MIP_00254108,81
MIP_00195763,85
MIP_00207488,76
MIP_00210523,77
MIP_00230972,83
MIP_00244586,71
MIP_00257935,82
MIP_00261035,79
MIP_00278672,78
MIP_00254110,61
MIP_00254113,156
MIP_00254118,68
MIP_00254119,179
MIP_00254130,157
MIP_00254136,175
MIP_00254137,61
MIP_00254139,179
MIP_00254143,117
MIP_00254144,79
MIP_00254947,172
MIP_00254949,59
MIP_00254952,75
MIP_00263496,77
MIP_00254953,44
MIP_00254954,173
MIP_00253832,179
MIP_00254960,172
MIP_00254962,49
MIP_00254963,42
MIP_00254964,99
MIP_00081736,108
MIP_00108450,107
MIP_00254966,172
MIP_00254967,80
MIP_00254968,64
MIP_00254970,78
MIP_00254971,64
MIP_00254974,46
MIP_00254976,42
MIP_00254977,58
MIP_00254984,64
MIP_00254986,40
MIP_00254989,132
MIP_00254992,115
MIP_00242055,118
MIP_00254996,88
MIP_00254997,173
MIP_00254998,104
MIP_00255001,57
MIP_00224633,62
MIP_00255003,85
MIP_00255009,42
MIP_00255010,81
MIP_00197973,82
MIP_00255013,90
MIP_00255016,58
MIP_00255017,173
MIP_00255018,68
MIP_00255020,53
MIP_00266483,55
MIP_00266485,46
MIP_00266503,182
MIP_00271669,185
MIP_00266506,67
MIP_00266507,59
MIP_00225718,55
MIP_00266509,183
MIP_00266515,60
MIP_00266521,54
MIP_00266522,67
MIP_00266528,113
MIP_00266530,64
MIP_00266532,85
MIP_00266534,127
MIP_00258339,125
MIP_00266536,182
MIP_00216217,166
MIP_00218199,165
MIP_00263929,180
MIP_00274257,187
MIP_00266540,50
MIP_00266545,133
MIP_00266546,42
MIP_00266549,68
MIP_00266550,42
MIP_00266552,138
MIP_00266556,71
MIP_00266566,40
MIP_00266570,59
MIP_00266572,116
MIP_00266573,53
MIP_00267287,103
MIP_00267289,53
MIP_00267290,102
MIP_00267292,91
MIP_00267294,50
MIP_00267297,91
MIP_00263387,93
MIP_00267300,89
MIP_00292441,94
MIP_00267302,50
MIP_00267304,58
MIP_00267316,50
MIP_00267317,117
MIP_00267323,148
MIP_00267339,55
MIP_00264095,56
MIP_00267341,56
MIP_00267348,83
MIP_00267351,75
MIP_00267353,42
MIP_00267354,44
MIP_00267357,162
MIP_00266802,164
MIP_00267784,169
MIP_00293326,164
MIP_00294969,167
MIP_00267363,120
MIP_00267364,89
MIP_00267367,86
MIP_00144680,88
MIP_00267368,46
MIP_00267369,54
MIP_00267375,63
MIP_00267377,47
MIP_00267386,75
MIP_00267387,116
MIP_00267389,83
MIP_00267394,69
MIP_00267398,158
MIP_00267400,54
MIP_00267401,182
MIP_00267403,47
MIP_00267991,181
MIP_00206308,161
MIP_00267992,129
MIP_00203778,120
MIP_00267993,87
MIP_00267996,45
MIP_00267997,136
MIP_00268000,49
MIP_00268005,47
MIP_00268007,181
MIP_00268008,122
MIP_00235194,120
MIP_00268009,88
MIP_00268011,60
MIP_00267579,56
MIP_00290525,62
MIP_00290533,61
MIP_00302078,68
MIP_00324831,60
MIP_00324935,62
MIP_00297871,62
MIP_00325751,60
MIP_00268013,104
MIP_00268016,42
MIP_00268017,92
MIP_00326106,97
MIP_00268018,82
MIP_00268020,184
MIP_00268028,83
MIP_00242366,87
MIP_00295302,90
MIP_00218093,90
MIP_00206402,82
MIP_00233563,89
MIP_00253533,73
MIP_00254809,90
MIP_00263361,89
MIP_00263790,81
MIP_00278934,87
MIP_00231064,87
MIP_00268031,88
MIP_00097374,79
MIP_00100640,100
MIP_00103716,79
MIP_00106386,97
MIP_00107485,76
MIP_00268032,181
MIP_00268034,70
MIP_00268037,53
MIP_00268041,114
MIP_00268047,184
MIP_00268055,125
MIP_00268061,54
MIP_00268062,44
MIP_00268064,46
MIP_00268068,76
MIP_00268069,108
MIP_00268072,119
MIP_00268075,113
MIP_00272568,115
MIP_00268076,70
MIP_00223530,71
MIP_00055509,61
MIP_00311582,72
MIP_00295401,65
MIP_00258089,72
MIP_00272569,70
MIP_00268077,108
MIP_00268082,50
MIP_00268083,44
MIP_00268099,102
MIP_00268101,105
MIP_00268102,96
MIP_00268910,96
MIP_00268911,72
MIP_00268912,69
MIP_00296205,83
MIP_00296207,50
MIP_00296214,95
MIP_00296215,65
MIP_00296220,73
MIP_00296223,119
MIP_00277938,112
MIP_00296224,128
MIP_00296225,88
MIP_00296226,69
MIP_00259119,67
MIP_00268152,68
MIP_00270552,70
MIP_00243662,70
MIP_00273025,68
MIP_00273082,69
MIP_00280110,69
MIP_00278847,69
MIP_00292843,67
MIP_00296120,69
MIP_00302994,69
MIP_00308532,70
MIP_00326779,68
MIP_00296230,65
MIP_00296231,66
MIP_00296233,82
MIP_00296234,40
MIP_00296235,61
MIP_00157968,60
MIP_00273858,56
MIP_00279744,61
MIP_00295453,60
MIP_00295731,60
MIP_00183815,61
MIP_00182612,61
MIP_00201275,61
MIP_00209938,60
MIP_00262454,60
MIP_00268922,61
MIP_00308395,60
MIP_00311806,61
MIP_00155531,60
MIP_00234644,60
MIP_00226459,60
MIP_00296050,60
MIP_00245851,61
MIP_00154499,60
MIP_00302834,61
MIP_00251580,61
MIP_00165412,60
MIP_00179905,59
MIP_00222229,60
MIP_00212236,61
MIP_00245617,57
MIP_00230394,61
MIP_00310405,61
MIP_00268348,61
MIP_00249656,61
MIP_00210034,61
MIP_00254985,59
MIP_00083764,60
MIP_00257076,61
MIP_00258100,61
MIP_00291164,61
MIP_00302759,61
MIP_00312653,60
MIP_00149029,60
MIP_00089499,61
MIP_00296236,55
MIP_00296238,56
MIP_00296241,158
MIP_00257554,161
MIP_00299171,169
MIP_00309937,167
MIP_00296243,138
MIP_00296245,50
MIP_00296249,65
MIP_00297198,56
MIP_00297200,92
MIP_00297203,177
MIP_00297204,67
MIP_00297205,41
MIP_00297207,90
MIP_00297209,74
MIP_00178896,75
MIP_00312997,76
MIP_00297210,102
MIP_00297214,57
MIP_00297219,47
MIP_00297224,73
MIP_00297235,108
MIP_00297238,45
MIP_00297241,80
MIP_00297243,42
MIP_00297244,44
MIP_00297248,44
MIP_00297249,45
MIP_00297250,51
MIP_00297257,191
MIP_00297259,99
MIP_00297265,55
MIP_00297267,54
MIP_00297270,92
MIP_00297272,41
MIP_00297276,51
MIP_00297278,77
MIP_00297282,65
MIP_00297284,83
MIP_00297289,40
MIP_00297292,136
MIP_00297299,98
MIP_00300142,106
MIP_00297302,100
MIP_00297306,86
MIP_00297308,191
MIP_00200323,158
MIP_00212550,165
MIP_00297310,48
MIP_00297313,60
MIP_00298021,98
MIP_00259781,105
MIP_00294212,90
MIP_00297030,83
MIP_00326586,90
MIP_00312804,90
MIP_00298026,45
MIP_00298028,60
MIP_00298031,101
MIP_00298032,108
MIP_00298033,51
MIP_00298038,165
MIP_00308844,181
MIP_00198650,148
MIP_00298041,41
MIP_00298042,47
MIP_00298045,65
MIP_00298048,71
MIP_00298050,130
MIP_00049306,108
MIP_00298051,43
MIP_00298052,168
MIP_00253323,170
MIP_00186474,149
MIP_00298059,79
MIP_00298061,186
MIP_00298071,51
MIP_00298079,61
MIP_00247081,59
MIP_00298081,106
MIP_00243317,110
MIP_00157200,105
MIP_00178152,105
MIP_00228598,103
MIP_00235650,96
MIP_00251942,96
MIP_00298087,191
MIP_00292971,193
MIP_00298088,81
MIP_00298089,80
MIP_00298091,62
MIP_00298092,87
MIP_00298093,67
MIP_00298095,113
MIP_00298096,135
MIP_00298097,110
MIP_00298102,79
MIP_00298105,64
MIP_00298111,42
MIP_00298112,146
MIP_00247411,160
MIP_00245226,147
MIP_00270039,163
MIP_00302172,137
MIP_00247939,141
MIP_00265093,147
MIP_00306762,153
MIP_00298118,70
MIP_00298121,123
MIP_00298132,119
MIP_00202853,133
MIP_00163186,112
MIP_00298824,125
MIP_00271489,120
MIP_00298828,87
MIP_00298830,56
MIP_00298831,67
MIP_00298832,69
MIP_00324962,73
MIP_00298833,88
MIP_00298835,71
MIP_00298838,102
MIP_00234183,98
MIP_00279793,100
MIP_00291350,96
MIP_00302031,106
MIP_00310488,110
MIP_00326110,96
MIP_00273008,96
MIP_00310078,63
MIP_00310090,68
MIP_00310091,65
MIP_00310092,54
MIP_00310095,43
MIP_00310097,107
MIP_00310102,48
MIP_00277641,45
MIP_00298458,49
MIP_00296035,49
MIP_00305961,50
MIP_00308888,50
MIP_00310105,65
MIP_00310106,75
MIP_00310108,128
MIP_00310109,72
MIP_00310110,143
MIP_00310113,51
MIP_00310116,70
MIP_00310117,57
MIP_00310123,53
MIP_00310125,148
MIP_00310126,140
MIP_00301740,140
MIP_00277807,152
MIP_00243982,139
MIP_00299830,132
MIP_00298457,147
MIP_00306887,150
MIP_00310885,152
MIP_00310127,198
MIP_00304648,196
MIP_00310765,198
MIP_00310130,55
MIP_00310137,41
MIP_00310143,49
MIP_00310149,75
MIP_00310154,71
MIP_00307665,76
MIP_00047682,91
MIP_00085251,93
MIP_00035936,82
MIP_00165620,101
MIP_00229072,106
MIP_00310156,42
MIP_00310160,75
MIP_00310163,143
MIP_00310164,68
MIP_00310166,70
MIP_00310170,134
MIP_00310173,40
MIP_00214920,42
MIP_00310177,47
MIP_00310181,80
MIP_00310778,111
MIP_00293849,92
MIP_00310784,52
MIP_00310785,120
MIP_00310786,130
MIP_00291822,136
MIP_00297409,116
MIP_00310788,47
MIP_00310789,61
MIP_00310791,133
MIP_00310792,68
MIP_00310796,70
MIP_00310799,155
MIP_00310802,53
MIP_00309120,54
MIP_00310804,166
MIP_00310805,91
MIP_00310807,91
MIP_00310808,124
MIP_00294840,111
MIP_00310812,58
MIP_00311325,60
MIP_00310813,74
MIP_00310815,144
MIP_00310817,43
MIP_00310819,80
MIP_00299866,80
MIP_00303204,80
MIP_00279834,79
MIP_00292524,80
MIP_00292616,80
MIP_00302025,80
MIP_00303777,80
MIP_00303926,80
MIP_00299613,80
MIP_00305042,81
MIP_00306033,80
MIP_00292347,80
MIP_00310377,83
MIP_00324667,81
MIP_00295947,81
MIP_00300802,80
MIP_00310822,99
MIP_00312795,100
MIP_00310825,85
MIP_00310826,52
MIP_00310827,82
MIP_00310828,61
MIP_00310835,62
MIP_00310837,148
MIP_00310839,74
MIP_00310841,82
MIP_00310842,199
MIP_00310848,125
MIP_00310853,66
MIP_00310854,127
MIP_00278219,124
MIP_00257912,115
MIP_00264465,140
MIP_00260462,140
MIP_00268487,125
MIP_00258836,107
MIP_00297052,141
MIP_00245488,118
MIP_00262738,117
MIP_00102330,119
MIP_00274569,134
MIP_00296088,126
MIP_00274570,114
MIP_00324891,133
MIP_00295698,128
MIP_00324648,134
MIP_00310857,71
MIP_00310859,57
MIP_00310861,40
MIP_00310865,200
MIP_00310866,79
MIP_00310867,53
MIP_00310868,65
MIP_00310869,73
MIP_00310871,148
MIP_00310872,68
MIP_00310873,65
MIP_00310879,106
MIP_00310880,55
MIP_00310881,92
MIP_00165975,102
MIP_00310883,84
MIP_00310884,80
MIP_00310886,97
MIP_00310890,51
MIP_00311482,98
MIP_00311483,48
MIP_00311485,103
MIP_00311486,42
MIP_00311488,75
MIP_00311491,83
MIP_00265385,85
MIP_00311496,78
MIP_00311497,108
MIP_00311498,133
MIP_00311500,92
MIP_00311503,168
MIP_00246090,146
MIP_00307793,167
MIP_00308389,167
MIP_00308417,163
MIP_00311510,119
MIP_00311523,95
MIP_00311524,199
MIP_00309458,198
MIP_00311530,90
MIP_00311531,56
MIP_00257061,77
MIP_00257062,71
MIP_00257064,110
MIP_00257066,51
MIP_00257074,54
MIP_00257075,60
MIP_00257077,40
MIP_00257078,151
MIP_00247876,149
MIP_00257080,81
MIP_00257082,69
MIP_00257083,108
MIP_00253043,113
MIP_00257089,52
MIP_00257095,88
MIP_00240060,92
MIP_00257108,40
MIP_00257113,88
MIP_00257119,135
MIP_00257120,49
MIP_00257122,57
MIP_00271518,61
MIP_00257123,65
MIP_00257125,88
MIP_00257131,88
MIP_00257134,49
MIP_00257136,174
MIP_00257138,174
MIP_00257139,146
MIP_00255429,147
MIP_00235012,143
MIP_00269642,143
MIP_00254549,144
MIP_00248105,149
MIP_00259266,146
MIP_00266127,144
MIP_00300016,146
MIP_00244930,145
MIP_00268242,146
MIP_00258111,146
MIP_00241437,146
MIP_00272919,144
MIP_00225649,144
MIP_00215396,144
MIP_00258417,145
MIP_00225765,142
MIP_00224046,145
MIP_00229649,145
MIP_00252120,147
MIP_00264972,146
MIP_00270491,145
MIP_00235475,145
MIP_00273629,145
MIP_00213430,143
MIP_00228075,144
MIP_00213621,144
MIP_00325651,144
MIP_00299571,143
MIP_00257900,147
MIP_00211404,144
MIP_00222488,144
MIP_00247711,150
MIP_00229193,144
MIP_00268434,146
MIP_00241273,146
MIP_00225340,142
MIP_00252645,144
MIP_00240069,146
MIP_00215118,143
MIP_00240407,144
MIP_00309356,146
MIP_00216463,145
MIP_00204634,143
MIP_00230983,144
MIP_00297875,145
MIP_00234981,141
MIP_00247412,143
MIP_00255926,140
MIP_00248686,145
MIP_00220847,142
MIP_00225861,144
MIP_00226586,144
MIP_00243889,144
MIP_00253292,145
MIP_00254133,142
MIP_00258624,142
MIP_00270400,145
MIP_00265085,142
MIP_00233837,145
MIP_00268313,147
MIP_00248784,145
MIP_00264694,144
MIP_00257141,134
MIP_00257153,162
MIP_00257158,173
MIP_00178735,150
MIP_00180686,153
MIP_00104833,124
MIP_00200251,159
MIP_00245430,176
MIP_00257159,146
MIP_00257161,173
MIP_00164153,147
MIP_00257162,162
MIP_00257167,128
MIP_00257170,127
MIP_00257172,90
MIP_00308050,75
MIP_00205435,80
MIP_00257184,173
MIP_00258246,63
MIP_00258247,60
MIP_00258248,75
MIP_00251723,76
MIP_00245268,72
MIP_00253178,76
MIP_00264238,76
MIP_00258252,55
MIP_00258253,91
MIP_00324631,101
MIP_00306753,104
MIP_00145224,110
MIP_00258256,163
MIP_00245103,159
MIP_00258257,72
MIP_00258258,40
MIP_00258269,82
MIP_00258271,55
MIP_00258272,51
MIP_00258273,180
MIP_00258274,180
MIP_00258282,56
MIP_00258285,87
MIP_00241249,92
MIP_00253573,92
MIP_00258290,106
MIP_00258292,180
MIP_00258293,181
MIP_00258297,60
MIP_00258298,79
MIP_00258299,147
MIP_00232748,136
MIP_00312593,169
MIP_00258411,150
MIP_00298810,147
MIP_00211612,138
MIP_00242332,166
MIP_00269086,165
MIP_00252879,159
MIP_00259982,175
MIP_00252468,174
MIP_00263409,173
MIP_00251700,163
MIP_00263843,169
MIP_00277611,166
MIP_00294707,168
MIP_00264286,156
MIP_00266770,127
MIP_00267810,167
MIP_00230678,146
MIP_00243416,147
MIP_00262241,174
MIP_00267393,180
MIP_00299953,186
MIP_00270998,176
MIP_00311451,180
MIP_00268219,174
MIP_00306790,162
MIP_00292789,176
MIP_00305386,175
MIP_00326360,167
MIP_00228483,133
MIP_00232820,138
MIP_00248710,145
MIP_00292094,160
MIP_00261919,168
MIP_00251644,173
MIP_00242681,169
MIP_00248456,168
MIP_00261101,178
MIP_00263438,180
MIP_00261148,141
MIP_00257118,145
MIP_00259426,146
MIP_00261882,148
MIP_00265741,144
MIP_00256806,146
MIP_00260621,128
MIP_00262939,147
MIP_00258314,138
MIP_00249029,138
MIP_00326015,138
MIP_00262582,146
MIP_00304516,124
MIP_00306054,145
MIP_00258886,124
MIP_00325418,136
MIP_00254298,146
MIP_00257192,140
MIP_00258301,59
MIP_00258304,42
MIP_00258305,44
MIP_00258311,83
MIP_00258312,81
MIP_00258316,80
MIP_00258324,56
MIP_00258328,44
MIP_00258329,77
MIP_00258330,44
MIP_00258335,56
MIP_00220800,57
MIP_00245536,59
MIP_00258337,72
MIP_00258344,180
MIP_00258346,107
MIP_00258347,53
MIP_00258348,57
MIP_00258352,146
MIP_00258359,165
MIP_00259191,89
MIP_00218161,93
MIP_00218361,108
MIP_00222353,90
MIP_00222774,107
MIP_00222364,104
MIP_00257213,95
MIP_00304608,89
MIP_00245271,95
MIP_00195600,101
MIP_00223238,91
MIP_00247210,98
MIP_00203309,92
MIP_00204470,92
MIP_00214775,90
MIP_00215671,106
MIP_00231580,94
MIP_00206029,105
MIP_00217120,101
MIP_00234872,90
MIP_00242751,96
MIP_00246414,99
MIP_00261261,92
MIP_00263350,108
MIP_00250873,109
MIP_00250198,96
MIP_00274762,111
MIP_00280512,95
MIP_00307559,94
MIP_00269458,108
MIP_00326706,101
MIP_00259195,167
MIP_00246775,166
MIP_00273847,142
MIP_00302716,158
MIP_00259207,54
MIP_00259223,45
MIP_00259230,83
MIP_00259233,80
MIP_00258358,80
MIP_00259239,63
MIP_00259240,103
MIP_00264538,97
MIP_00247200,97
MIP_00325841,95
MIP_00259245,76
MIP_00215822,77
MIP_00196075,73
MIP_00197211,72
MIP_00230378,77
MIP_00223971,76
MIP_00225519,78
MIP_00259247,71
MIP_00259248,109
MIP_00259249,81
MIP_00259251,76
MIP_00259253,74
MIP_00223593,74
MIP_00259259,43
MIP_00259263,93
MIP_00259265,43
MIP_00259270,83
MIP_00259274,117
MIP_00259279,58
MIP_00259283,45
MIP_00259288,107
MIP_00257674,126
MIP_00247223,129
MIP_00184545,132
MIP_00214229,129
MIP_00224156,125
MIP_00242590,127
MIP_00250150,117
MIP_00257710,126
MIP_00204798,128
MIP_00206616,130
MIP_00259289,67
MIP_00293019,76
MIP_00259290,180
MIP_00259292,51
MIP_00259295,58
MIP_00294367,49
MIP_00294372,192
MIP_00294373,59
MIP_00294378,73
MIP_00294381,58
MIP_00294386,40
MIP_00295206,60
MIP_00295212,108
MIP_00295213,98
MIP_00295214,49
MIP_00295219,185
MIP_00295220,192
MIP_00295221,193
MIP_00295228,175
MIP_00295235,94
MIP_00293429,93
MIP_00298624,94
MIP_00304262,94
MIP_00325106,94
MIP_00295241,93
MIP_00295522,94
MIP_00300467,94
MIP_00295230,94
MIP_00292238,98
MIP_00279630,92
MIP_00291736,95
MIP_00309189,99
MIP_00295237,116
MIP_00295240,192
MIP_00295242,84
MIP_00298625,85
MIP_00300468,84
MIP_00277864,87
MIP_00258231,86
MIP_00258438,83
MIP_00304263,84
MIP_00324681,87
MIP_00263500,86
MIP_00243189,76
MIP_00261178,82
MIP_00269982,82
MIP_00295680,86
MIP_00271959,88
MIP_00279631,83
MIP_00292239,81
MIP_00232904,76
MIP_00271163,86
MIP_00278431,85
MIP_00291737,84
MIP_00293430,84
MIP_00309188,86
MIP_00325209,84
MIP_00326086,85
MIP_00295231,83
MIP_00295523,82
MIP_00295236,84
MIP_00267183,83
MIP_00270527,82
MIP_00299838,88
MIP_00295244,90
MIP_00295233,91
MIP_00295245,84
MIP_00295246,105
MIP_00228978,101
MIP_00280403,105
MIP_00311614,106
MIP_00292142,108
MIP_00274704,103
MIP_00300899,104
MIP_00293082,112
MIP_00313476,109
MIP_00295248,85
MIP_00295249,172
MIP_00269058,161
MIP_00302987,166
MIP_00242864,155
MIP_00296883,170
MIP_00301163,177
MIP_00290981,174
MIP_00279951,170
MIP_00311774,180
MIP_00325816,173
MIP_00295250,180
MIP_00295264,91
MIP_00261087,95
MIP_00277845,90
MIP_00295265,194
MIP_00295268,107
MIP_00295271,66
MIP_00295287,44
MIP_00295299,51
MIP_00295306,192
MIP_00301988,195
MIP_00295310,102
MIP_00295313,45
MIP_00295315,83
