Cluster,nMem
MIP_00225837.pdb,8
MIP_00225839.pdb,1
MIP_00225842.pdb,1
MIP_00225845.pdb,1
MIP_00225847.pdb,1
MIP_00225848.pdb,1
MIP_00225849.pdb,1
MIP_00225850.pdb,1
MIP_00225851.pdb,1
MIP_00225853.pdb,1
MIP_00225859.pdb,1
MIP_00225862.pdb,1
MIP_00225866.pdb,1
MIP_00225868.pdb,4
MIP_00225870.pdb,1
MIP_00225871.pdb,1
MIP_00225872.pdb,3
MIP_00225876.pdb,1
MIP_00225880.pdb,1
MIP_00225886.pdb,4
MIP_00225889.pdb,32
MIP_00225890.pdb,1
MIP_00225894.pdb,1
MIP_00225895.pdb,1
MIP_00225897.pdb,1
MIP_00225899.pdb,1
MIP_00225902.pdb,1
MIP_00225906.pdb,1
MIP_00225907.pdb,1
MIP_00225909.pdb,4
MIP_00225914.pdb,1
MIP_00225915.pdb,12
MIP_00225916.pdb,1
MIP_00225920.pdb,1
MIP_00225924.pdb,1
MIP_00225925.pdb,2
MIP_00225930.pdb,1
MIP_00225934.pdb,8
MIP_00225938.pdb,16
MIP_00225939.pdb,1
MIP_00225940.pdb,1
MIP_00225941.pdb,8
MIP_00225945.pdb,1
MIP_00225952.pdb,1
MIP_00225954.pdb,2
MIP_00225955.pdb,1
MIP_00225957.pdb,1
MIP_00225961.pdb,2
MIP_00225967.pdb,1
MIP_00225971.pdb,1
MIP_00225972.pdb,1
MIP_00225982.pdb,1
MIP_00225984.pdb,1
MIP_00225987.pdb,13
MIP_00225991.pdb,1
MIP_00225993.pdb,1
MIP_00226002.pdb,1
MIP_00226006.pdb,14
MIP_00226007.pdb,1
MIP_00226009.pdb,1
MIP_00226012.pdb,1
MIP_00226014.pdb,1
MIP_00226017.pdb,1
MIP_00226022.pdb,1
MIP_00226028.pdb,1
MIP_00226035.pdb,1
MIP_00226036.pdb,1
MIP_00226040.pdb,1
MIP_00226043.pdb,1
MIP_00226045.pdb,1
MIP_00226047.pdb,1
MIP_00226052.pdb,1
MIP_00226053.pdb,1
MIP_00226066.pdb,1
MIP_00226073.pdb,1
MIP_00226077.pdb,1
MIP_00226078.pdb,2
MIP_00226079.pdb,1
MIP_00226081.pdb,1
MIP_00226083.pdb,5
MIP_00226085.pdb,1
MIP_00226087.pdb,1
MIP_00226092.pdb,2
MIP_00226093.pdb,1
MIP_00226094.pdb,1
MIP_00226103.pdb,5
MIP_00226104.pdb,1
MIP_00226107.pdb,1
MIP_00226112.pdb,1
MIP_00226114.pdb,1
MIP_00226118.pdb,1
MIP_00226126.pdb,1
MIP_00226134.pdb,7
MIP_00226136.pdb,1
MIP_00226138.pdb,1
MIP_00226139.pdb,12
MIP_00226143.pdb,1
MIP_00226146.pdb,1
MIP_00226148.pdb,2
MIP_00226149.pdb,1
MIP_00226154.pdb,7
MIP_00226156.pdb,1
MIP_00226164.pdb,1
MIP_00226165.pdb,1
MIP_00226167.pdb,1
MIP_00226168.pdb,1
MIP_00226171.pdb,1
MIP_00226172.pdb,1
MIP_00226175.pdb,1
MIP_00226177.pdb,1
MIP_00226178.pdb,1
MIP_00226183.pdb,11
MIP_00226184.pdb,1
MIP_00226187.pdb,1
MIP_00226188.pdb,1
MIP_00226189.pdb,1
MIP_00226195.pdb,6
MIP_00226198.pdb,1
MIP_00226203.pdb,1
MIP_00226205.pdb,1
MIP_00226206.pdb,1
MIP_00226208.pdb,1
MIP_00226210.pdb,1
MIP_00226211.pdb,1
MIP_00226212.pdb,1
MIP_00226217.pdb,12
MIP_00226218.pdb,5
MIP_00226219.pdb,4
MIP_00226221.pdb,1
MIP_00226226.pdb,1
MIP_00226227.pdb,1
MIP_00226228.pdb,1
MIP_00226229.pdb,1
MIP_00226232.pdb,3
MIP_00226234.pdb,1
MIP_00226241.pdb,1
MIP_00226242.pdb,1
MIP_00226243.pdb,1
MIP_00226246.pdb,1
MIP_00226249.pdb,1
MIP_00226252.pdb,1
MIP_00226255.pdb,1
MIP_00226256.pdb,1
MIP_00226259.pdb,1
MIP_00226261.pdb,1
MIP_00226277.pdb,1
MIP_00226278.pdb,1
MIP_00226279.pdb,1
MIP_00226288.pdb,1
MIP_00226291.pdb,1
MIP_00226293.pdb,1
MIP_00226295.pdb,1
MIP_00226298.pdb,1
MIP_00226302.pdb,1
MIP_00226303.pdb,1
MIP_00226304.pdb,1
MIP_00226310.pdb,1
MIP_00226311.pdb,1
MIP_00226314.pdb,1
MIP_00226315.pdb,1
MIP_00226317.pdb,1
MIP_00226318.pdb,8
MIP_00226319.pdb,1
MIP_00226323.pdb,2
MIP_00226325.pdb,2
MIP_00226330.pdb,1
MIP_00226332.pdb,1
MIP_00226334.pdb,5
MIP_00226337.pdb,1
MIP_00226338.pdb,1
MIP_00226339.pdb,2
MIP_00226341.pdb,1
MIP_00226342.pdb,1
MIP_00226344.pdb,1
MIP_00226346.pdb,2
MIP_00226348.pdb,1
MIP_00226349.pdb,1
MIP_00226351.pdb,1
MIP_00226358.pdb,1
MIP_00226360.pdb,1
MIP_00226361.pdb,1
MIP_00226364.pdb,1
MIP_00226366.pdb,1
MIP_00226390.pdb,1
MIP_00226400.pdb,1
MIP_00226404.pdb,1
MIP_00226409.pdb,1
MIP_00226412.pdb,1
MIP_00226413.pdb,1
MIP_00226414.pdb,1
MIP_00226417.pdb,1
MIP_00226419.pdb,1
MIP_00226422.pdb,1
MIP_00226425.pdb,15
MIP_00226426.pdb,1
MIP_00226428.pdb,1
MIP_00226431.pdb,1
MIP_00226436.pdb,1
MIP_00226437.pdb,1
MIP_00226441.pdb,1
MIP_00226442.pdb,1
MIP_00226443.pdb,1
MIP_00226444.pdb,1
MIP_00226449.pdb,1
MIP_00226450.pdb,1
MIP_00226451.pdb,1
MIP_00226452.pdb,1
MIP_00226453.pdb,1
MIP_00226456.pdb,1
MIP_00226460.pdb,1
MIP_00226464.pdb,1
MIP_00226466.pdb,1
MIP_00226467.pdb,1
MIP_00226468.pdb,1
MIP_00226470.pdb,1
MIP_00226473.pdb,1
MIP_00226475.pdb,1
MIP_00226476.pdb,5
MIP_00226479.pdb,2
MIP_00226483.pdb,1
MIP_00226488.pdb,1
MIP_00226489.pdb,1
MIP_00226490.pdb,1
MIP_00226493.pdb,1
MIP_00226500.pdb,1
MIP_00226501.pdb,4
MIP_00226503.pdb,1
MIP_00226504.pdb,4
MIP_00226505.pdb,1
MIP_00226506.pdb,1
MIP_00226507.pdb,1
MIP_00226509.pdb,1
MIP_00226519.pdb,4
MIP_00226520.pdb,1
MIP_00226521.pdb,1
MIP_00226522.pdb,1
MIP_00226532.pdb,2
MIP_00226535.pdb,1
MIP_00226537.pdb,1
MIP_00226539.pdb,2
MIP_00226541.pdb,2
MIP_00226543.pdb,1
MIP_00226554.pdb,1
MIP_00226555.pdb,1
MIP_00226557.pdb,2
MIP_00226561.pdb,1
MIP_00226563.pdb,8
MIP_00226564.pdb,1
MIP_00226568.pdb,1
MIP_00226569.pdb,1
MIP_00226574.pdb,1
MIP_00226579.pdb,1
MIP_00226585.pdb,3
MIP_00226588.pdb,1
MIP_00226592.pdb,1
MIP_00226595.pdb,5
MIP_00226596.pdb,1
MIP_00226598.pdb,1
MIP_00226605.pdb,1
MIP_00226606.pdb,2
MIP_00226607.pdb,1
MIP_00226616.pdb,1
MIP_00226618.pdb,1
MIP_00226626.pdb,1
MIP_00226629.pdb,1
MIP_00226631.pdb,1
MIP_00226632.pdb,1
MIP_00226637.pdb,1
MIP_00226639.pdb,5
MIP_00226640.pdb,1
MIP_00226644.pdb,1
MIP_00226647.pdb,1
MIP_00226652.pdb,1
MIP_00226653.pdb,1
MIP_00226654.pdb,1
MIP_00226655.pdb,3
MIP_00226657.pdb,2
MIP_00226658.pdb,2
MIP_00226662.pdb,1
MIP_00226668.pdb,5
MIP_00226669.pdb,1
MIP_00226670.pdb,1
MIP_00226671.pdb,1
MIP_00226675.pdb,1
MIP_00226679.pdb,1
MIP_00226682.pdb,1
MIP_00226683.pdb,1
MIP_00226684.pdb,5
MIP_00226685.pdb,1
MIP_00226690.pdb,1
MIP_00226702.pdb,3
MIP_00226705.pdb,1
MIP_00226707.pdb,1
MIP_00226708.pdb,5
MIP_00226710.pdb,3
MIP_00226715.pdb,1
MIP_00226716.pdb,1
MIP_00226718.pdb,1
MIP_00226720.pdb,1
MIP_00226726.pdb,1
MIP_00226730.pdb,2
MIP_00226732.pdb,1
MIP_00226737.pdb,1
MIP_00226738.pdb,1
MIP_00226739.pdb,35
MIP_00226740.pdb,1
MIP_00226747.pdb,1
MIP_00226750.pdb,1
MIP_00226755.pdb,1
MIP_00226757.pdb,3
MIP_00226758.pdb,2
MIP_00226762.pdb,2
MIP_00226764.pdb,1
MIP_00226768.pdb,1
MIP_00226770.pdb,1
MIP_00226771.pdb,1
MIP_00226772.pdb,2
MIP_00226774.pdb,1
MIP_00226784.pdb,1
MIP_00226785.pdb,1
MIP_00226786.pdb,1
MIP_00226789.pdb,1
MIP_00226790.pdb,9
MIP_00226796.pdb,2
MIP_00226799.pdb,1
MIP_00226800.pdb,2
MIP_00226801.pdb,3
MIP_00226804.pdb,1
MIP_00226805.pdb,1
MIP_00226807.pdb,4
MIP_00226811.pdb,1
MIP_00226815.pdb,3
MIP_00226819.pdb,1
MIP_00226821.pdb,1
MIP_00226828.pdb,1
MIP_00226829.pdb,1
MIP_00226830.pdb,1
MIP_00226831.pdb,1
MIP_00226835.pdb,2
MIP_00226838.pdb,2
MIP_00226840.pdb,1
MIP_00226845.pdb,1
MIP_00226850.pdb,1
MIP_00226854.pdb,1
MIP_00226855.pdb,1
MIP_00226856.pdb,1
MIP_00226859.pdb,6
MIP_00226861.pdb,1
MIP_00226869.pdb,1
MIP_00226870.pdb,1
MIP_00226871.pdb,1
MIP_00226874.pdb,1
MIP_00226875.pdb,2
MIP_00226877.pdb,5
MIP_00226878.pdb,1
MIP_00226879.pdb,1
MIP_00226880.pdb,1
MIP_00226882.pdb,1
MIP_00226884.pdb,1
MIP_00226888.pdb,2
MIP_00226889.pdb,1
MIP_00226890.pdb,1
MIP_00226894.pdb,2
MIP_00226895.pdb,1
MIP_00226897.pdb,1
MIP_00226898.pdb,1
MIP_00226900.pdb,1
MIP_00226901.pdb,1
MIP_00226903.pdb,1
MIP_00226905.pdb,1
MIP_00226908.pdb,1
MIP_00226909.pdb,1
MIP_00226913.pdb,1
MIP_00226917.pdb,1
MIP_00226918.pdb,1
MIP_00226923.pdb,1
MIP_00226933.pdb,1
MIP_00226934.pdb,9
MIP_00226937.pdb,1
MIP_00226939.pdb,1
MIP_00226941.pdb,1
MIP_00226942.pdb,8
MIP_00226945.pdb,1
MIP_00226946.pdb,2
MIP_00226948.pdb,1
MIP_00226951.pdb,1
MIP_00226954.pdb,1
MIP_00226955.pdb,1
MIP_00226961.pdb,1
MIP_00226965.pdb,5
MIP_00226966.pdb,1
MIP_00226968.pdb,20
MIP_00226969.pdb,1
MIP_00226973.pdb,1
MIP_00226976.pdb,1
MIP_00226978.pdb,3
MIP_00226980.pdb,1
MIP_00226982.pdb,5
MIP_00226984.pdb,1
MIP_00226988.pdb,1
MIP_00226994.pdb,1
MIP_00226995.pdb,1
MIP_00226998.pdb,1
MIP_00227000.pdb,1
MIP_00227003.pdb,18
MIP_00227005.pdb,1
MIP_00227007.pdb,1
MIP_00227008.pdb,1
MIP_00227010.pdb,10
MIP_00227012.pdb,1
MIP_00227015.pdb,9
MIP_00227016.pdb,1
MIP_00227018.pdb,8
MIP_00227026.pdb,1
MIP_00227027.pdb,1
MIP_00227028.pdb,1
MIP_00227029.pdb,1
MIP_00227032.pdb,1
MIP_00227033.pdb,1
MIP_00227035.pdb,1
MIP_00227038.pdb,1
MIP_00227044.pdb,2
MIP_00227045.pdb,1
MIP_00227046.pdb,1
MIP_00227049.pdb,18
MIP_00227050.pdb,1
MIP_00227051.pdb,1
MIP_00227052.pdb,1
MIP_00227055.pdb,1
MIP_00227056.pdb,2
MIP_00227057.pdb,1
MIP_00227058.pdb,1
MIP_00227066.pdb,1
MIP_00227069.pdb,1
MIP_00227070.pdb,1
MIP_00227072.pdb,1
MIP_00227073.pdb,1
MIP_00227074.pdb,1
MIP_00227077.pdb,6
MIP_00227081.pdb,4
MIP_00227082.pdb,1
MIP_00227083.pdb,1
MIP_00227092.pdb,1
MIP_00227094.pdb,1
MIP_00227098.pdb,1
MIP_00227100.pdb,1
MIP_00227101.pdb,1
MIP_00227104.pdb,1
MIP_00227108.pdb,1
MIP_00227113.pdb,1
MIP_00227114.pdb,1
MIP_00227120.pdb,1
MIP_00227122.pdb,1
MIP_00227124.pdb,1
MIP_00227129.pdb,1
MIP_00227130.pdb,1
MIP_00227131.pdb,1
MIP_00227134.pdb,1
MIP_00227135.pdb,1
MIP_00227138.pdb,20
MIP_00227140.pdb,1
MIP_00227142.pdb,1
MIP_00227143.pdb,1
MIP_00227146.pdb,1
MIP_00227147.pdb,1
MIP_00227155.pdb,1
MIP_00227159.pdb,1
MIP_00227160.pdb,1
MIP_00227167.pdb,3
MIP_00227171.pdb,2
MIP_00227173.pdb,1
MIP_00227179.pdb,8
MIP_00227182.pdb,1
MIP_00227192.pdb,1
MIP_00227195.pdb,1
MIP_00227196.pdb,1
MIP_00227197.pdb,1
MIP_00227198.pdb,1
MIP_00227199.pdb,5
MIP_00227200.pdb,1
MIP_00227205.pdb,2
MIP_00227207.pdb,1
MIP_00227208.pdb,1
MIP_00227210.pdb,1
MIP_00227211.pdb,1
MIP_00227212.pdb,1
MIP_00227218.pdb,1
MIP_00227224.pdb,8
MIP_00227225.pdb,1
MIP_00227228.pdb,2
MIP_00227229.pdb,1
MIP_00227232.pdb,1
MIP_00227238.pdb,3
MIP_00227239.pdb,1
MIP_00227244.pdb,49
MIP_00227247.pdb,1
MIP_00227250.pdb,2
MIP_00227252.pdb,1
MIP_00227253.pdb,1
MIP_00227254.pdb,1
MIP_00227258.pdb,1
MIP_00227259.pdb,1
MIP_00227265.pdb,6
MIP_00227266.pdb,3
MIP_00227267.pdb,1
MIP_00227270.pdb,1
MIP_00227272.pdb,1
MIP_00227274.pdb,3
MIP_00227275.pdb,1
MIP_00227279.pdb,1
MIP_00227280.pdb,2
MIP_00227281.pdb,1
MIP_00227283.pdb,2
MIP_00227293.pdb,2
MIP_00227294.pdb,1
MIP_00227295.pdb,3
MIP_00227297.pdb,1
MIP_00227299.pdb,2
MIP_00227302.pdb,1
MIP_00227310.pdb,1
MIP_00227313.pdb,1
MIP_00227314.pdb,1
MIP_00227316.pdb,3
MIP_00227323.pdb,1
MIP_00227324.pdb,1
MIP_00227330.pdb,1
MIP_00227331.pdb,1
MIP_00227332.pdb,1
MIP_00227336.pdb,1
MIP_00227337.pdb,25
MIP_00227340.pdb,1
MIP_00227342.pdb,1
MIP_00227345.pdb,2
MIP_00227347.pdb,1
MIP_00227350.pdb,1
MIP_00227354.pdb,1
MIP_00227355.pdb,3
MIP_00227357.pdb,1
MIP_00227358.pdb,4
MIP_00227360.pdb,1
MIP_00227362.pdb,2
MIP_00227363.pdb,1
MIP_00227364.pdb,1
MIP_00227368.pdb,1
MIP_00227369.pdb,1
MIP_00227370.pdb,1
MIP_00227372.pdb,1
MIP_00227373.pdb,1
MIP_00227375.pdb,1
MIP_00227376.pdb,3
MIP_00227377.pdb,1
MIP_00227378.pdb,2
MIP_00227382.pdb,1
MIP_00227385.pdb,2
MIP_00227387.pdb,1
MIP_00227389.pdb,1
MIP_00227394.pdb,3
MIP_00227397.pdb,1
MIP_00227406.pdb,1
MIP_00227407.pdb,1
MIP_00227409.pdb,1
MIP_00227410.pdb,1
MIP_00227418.pdb,1
MIP_00227426.pdb,1
MIP_00227428.pdb,2
MIP_00227432.pdb,1
MIP_00227438.pdb,1
MIP_00227440.pdb,1
MIP_00227450.pdb,1
MIP_00227457.pdb,1
MIP_00227459.pdb,1
MIP_00227460.pdb,1
MIP_00227463.pdb,1
MIP_00227464.pdb,1
MIP_00227465.pdb,1
MIP_00227470.pdb,1
MIP_00227473.pdb,1
MIP_00227477.pdb,1
MIP_00227481.pdb,1
MIP_00227485.pdb,1
MIP_00227494.pdb,4
MIP_00227500.pdb,1
MIP_00227502.pdb,1
MIP_00227505.pdb,1
MIP_00227508.pdb,1
MIP_00227510.pdb,9
MIP_00227512.pdb,1
MIP_00227514.pdb,1
MIP_00227520.pdb,1
MIP_00227523.pdb,1
MIP_00227526.pdb,1
MIP_00227531.pdb,1
MIP_00227534.pdb,1
MIP_00227538.pdb,1
MIP_00227539.pdb,1
MIP_00227544.pdb,1
MIP_00227550.pdb,1
MIP_00227552.pdb,2
MIP_00227553.pdb,1
MIP_00227557.pdb,1
MIP_00227558.pdb,5
MIP_00227560.pdb,1
MIP_00227562.pdb,1
MIP_00227574.pdb,1
MIP_00227579.pdb,1
MIP_00227585.pdb,1
MIP_00227592.pdb,1
MIP_00227594.pdb,1
MIP_00227597.pdb,1
MIP_00227598.pdb,1
MIP_00227599.pdb,3
MIP_00227600.pdb,1
MIP_00227603.pdb,1
MIP_00227607.pdb,1
MIP_00227608.pdb,1
MIP_00227610.pdb,1
MIP_00227613.pdb,1
MIP_00227617.pdb,1
MIP_00227619.pdb,1
MIP_00227620.pdb,1
MIP_00227622.pdb,5
MIP_00227624.pdb,1
MIP_00227627.pdb,1
MIP_00227633.pdb,1
MIP_00227635.pdb,1
MIP_00227639.pdb,4
MIP_00227641.pdb,2
MIP_00227645.pdb,1
MIP_00227647.pdb,6
MIP_00227651.pdb,1
MIP_00227655.pdb,1
MIP_00227657.pdb,14
MIP_00227658.pdb,2
MIP_00227659.pdb,5
MIP_00227660.pdb,5
MIP_00227662.pdb,1
MIP_00227664.pdb,1
MIP_00227668.pdb,2
MIP_00227673.pdb,2
MIP_00227680.pdb,2
MIP_00227684.pdb,1
MIP_00227695.pdb,1
MIP_00227700.pdb,1
MIP_00227705.pdb,5
MIP_00227708.pdb,1
MIP_00227714.pdb,1
MIP_00227716.pdb,2
MIP_00227719.pdb,1
MIP_00227725.pdb,4
MIP_00227726.pdb,199
MIP_00227733.pdb,1
MIP_00227738.pdb,1
MIP_00227740.pdb,2
MIP_00227746.pdb,1
MIP_00227748.pdb,1
MIP_00227751.pdb,3
MIP_00227752.pdb,1
MIP_00227753.pdb,1
MIP_00227757.pdb,1
MIP_00227759.pdb,1
MIP_00227761.pdb,3
MIP_00227763.pdb,1
MIP_00227765.pdb,2
MIP_00227766.pdb,1
MIP_00227767.pdb,1
MIP_00227768.pdb,1
MIP_00227771.pdb,5
MIP_00227774.pdb,1
MIP_00227776.pdb,3
MIP_00227785.pdb,3
MIP_00227786.pdb,1
MIP_00227787.pdb,1
MIP_00227794.pdb,1
MIP_00227795.pdb,1
MIP_00227796.pdb,1
MIP_00227797.pdb,5
MIP_00227800.pdb,1
MIP_00227802.pdb,1
MIP_00227804.pdb,1
MIP_00227810.pdb,1
MIP_00227811.pdb,1
MIP_00227812.pdb,1
MIP_00227815.pdb,1
MIP_00227821.pdb,2
MIP_00227822.pdb,1
MIP_00227824.pdb,1
MIP_00227826.pdb,1
MIP_00227827.pdb,1
MIP_00227830.pdb,1
MIP_00227831.pdb,1
MIP_00227833.pdb,1
MIP_00227835.pdb,1
MIP_00227843.pdb,1
MIP_00227845.pdb,1
MIP_00227847.pdb,1
MIP_00227848.pdb,1
MIP_00227849.pdb,1
MIP_00227850.pdb,1
MIP_00227854.pdb,1
MIP_00227855.pdb,3
MIP_00227856.pdb,2
MIP_00227857.pdb,2
MIP_00227859.pdb,1
MIP_00227860.pdb,1
MIP_00227871.pdb,1
MIP_00227882.pdb,1
MIP_00227884.pdb,1
MIP_00227886.pdb,1
MIP_00227890.pdb,1
MIP_00227892.pdb,1
MIP_00227893.pdb,12
MIP_00227896.pdb,3
MIP_00227899.pdb,9
MIP_00227905.pdb,1
MIP_00227907.pdb,1
MIP_00227909.pdb,1
MIP_00227910.pdb,1
MIP_00227913.pdb,1
MIP_00227924.pdb,13
MIP_00227931.pdb,1
MIP_00227936.pdb,1
MIP_00227938.pdb,1
MIP_00227941.pdb,1
MIP_00227945.pdb,1
MIP_00227947.pdb,1
MIP_00227953.pdb,2
MIP_00227958.pdb,2
MIP_00227959.pdb,1
MIP_00227961.pdb,1
MIP_00227962.pdb,1
MIP_00227966.pdb,1
MIP_00227967.pdb,2
MIP_00227972.pdb,1
MIP_00227975.pdb,1
MIP_00227980.pdb,1
MIP_00227981.pdb,1
MIP_00227983.pdb,1
MIP_00227986.pdb,1
MIP_00227989.pdb,2
MIP_00227990.pdb,2
MIP_00227993.pdb,1
MIP_00227994.pdb,1
MIP_00227996.pdb,1
MIP_00227999.pdb,1
MIP_00228000.pdb,1
MIP_00228003.pdb,1
MIP_00228004.pdb,1
MIP_00228007.pdb,1
MIP_00228010.pdb,1
MIP_00228011.pdb,1
MIP_00228012.pdb,1
MIP_00228016.pdb,1
MIP_00228019.pdb,1
MIP_00228020.pdb,2
MIP_00228021.pdb,1
MIP_00228025.pdb,1
MIP_00228028.pdb,1
MIP_00228033.pdb,1
MIP_00228035.pdb,1
MIP_00228036.pdb,2
MIP_00228040.pdb,5
MIP_00228047.pdb,2
MIP_00228048.pdb,1
MIP_00228051.pdb,1
MIP_00228055.pdb,1
MIP_00228056.pdb,1
MIP_00228059.pdb,1
MIP_00228064.pdb,1
MIP_00228069.pdb,1
MIP_00228073.pdb,1
MIP_00228078.pdb,2
MIP_00228079.pdb,1
MIP_00228083.pdb,2
MIP_00228084.pdb,1
MIP_00228088.pdb,1
MIP_00228095.pdb,2
MIP_00228096.pdb,1
MIP_00228099.pdb,1
MIP_00228100.pdb,1
MIP_00228101.pdb,1
MIP_00228106.pdb,1
MIP_00228108.pdb,1
MIP_00228116.pdb,1
MIP_00228118.pdb,1
MIP_00228120.pdb,2
MIP_00228121.pdb,1
MIP_00228122.pdb,7
MIP_00228129.pdb,1
MIP_00228133.pdb,2
MIP_00228134.pdb,1
MIP_00228136.pdb,1
MIP_00228142.pdb,1
MIP_00228144.pdb,1
MIP_00228146.pdb,1
MIP_00228148.pdb,4
MIP_00228149.pdb,1
MIP_00228151.pdb,1
MIP_00228152.pdb,1
MIP_00228155.pdb,1
MIP_00228156.pdb,1
MIP_00228158.pdb,1
MIP_00228161.pdb,1
MIP_00228162.pdb,1
MIP_00228164.pdb,1
MIP_00228165.pdb,1
MIP_00228170.pdb,1
MIP_00228179.pdb,1
MIP_00228182.pdb,2
MIP_00228186.pdb,2
MIP_00228189.pdb,1
MIP_00228192.pdb,2
MIP_00228193.pdb,1
MIP_00228195.pdb,16
MIP_00228196.pdb,18
MIP_00228198.pdb,1
MIP_00228199.pdb,2
MIP_00228202.pdb,4
MIP_00228203.pdb,1
MIP_00228208.pdb,1
MIP_00228210.pdb,1
MIP_00228215.pdb,1
MIP_00228216.pdb,1
MIP_00228222.pdb,1
MIP_00228226.pdb,25
MIP_00228228.pdb,1
MIP_00228232.pdb,8
MIP_00228235.pdb,1
MIP_00228239.pdb,1
MIP_00228240.pdb,1
MIP_00228241.pdb,2
MIP_00228244.pdb,1
MIP_00228245.pdb,1
MIP_00228247.pdb,1
MIP_00228248.pdb,1
MIP_00228252.pdb,6
MIP_00228253.pdb,1
MIP_00228254.pdb,1
MIP_00228260.pdb,1
MIP_00228270.pdb,3
MIP_00228271.pdb,1
MIP_00228272.pdb,2
MIP_00228275.pdb,1
MIP_00228276.pdb,1
MIP_00228277.pdb,1
MIP_00228281.pdb,1
MIP_00228286.pdb,1
MIP_00228287.pdb,1
MIP_00228288.pdb,1
MIP_00228290.pdb,2
MIP_00228291.pdb,1
MIP_00228296.pdb,1
MIP_00228301.pdb,7
MIP_00228303.pdb,1
MIP_00228305.pdb,1
MIP_00228307.pdb,1
MIP_00228308.pdb,1
MIP_00228309.pdb,5
MIP_00228313.pdb,1
MIP_00228315.pdb,1
MIP_00228317.pdb,1
MIP_00228323.pdb,1
MIP_00228325.pdb,1
MIP_00228328.pdb,1
MIP_00228330.pdb,24
MIP_00228339.pdb,1
MIP_00228347.pdb,1
MIP_00228349.pdb,1
MIP_00228352.pdb,1
MIP_00228355.pdb,1
MIP_00228359.pdb,1
MIP_00228364.pdb,1
MIP_00228374.pdb,1
MIP_00228377.pdb,1
MIP_00228379.pdb,1
MIP_00228382.pdb,2
MIP_00228386.pdb,1
MIP_00228389.pdb,3
MIP_00228391.pdb,1
MIP_00228395.pdb,1
MIP_00228396.pdb,2
MIP_00228404.pdb,1
MIP_00228410.pdb,19
MIP_00228411.pdb,1
MIP_00228412.pdb,2
MIP_00228413.pdb,1
MIP_00228415.pdb,1
MIP_00228416.pdb,2
MIP_00228418.pdb,1
MIP_00228420.pdb,1
MIP_00228422.pdb,1
MIP_00228423.pdb,2
MIP_00228424.pdb,1
MIP_00228429.pdb,1
MIP_00228431.pdb,1
MIP_00228433.pdb,1
MIP_00228434.pdb,2
MIP_00228435.pdb,1
MIP_00228438.pdb,2
MIP_00228446.pdb,1
MIP_00228453.pdb,1
MIP_00228454.pdb,1
MIP_00228457.pdb,1
MIP_00228462.pdb,1
MIP_00228463.pdb,1
MIP_00228464.pdb,1
MIP_00228466.pdb,1
MIP_00228467.pdb,1
MIP_00228468.pdb,1
MIP_00228469.pdb,1
MIP_00228470.pdb,1
MIP_00228471.pdb,1
MIP_00228474.pdb,1
MIP_00228476.pdb,1
MIP_00228478.pdb,2
MIP_00228480.pdb,1
MIP_00228482.pdb,32
MIP_00228485.pdb,6
MIP_00228487.pdb,1
MIP_00228490.pdb,1
MIP_00228491.pdb,1
MIP_00228493.pdb,1
MIP_00228494.pdb,1
MIP_00228500.pdb,1
MIP_00228502.pdb,3
MIP_00228503.pdb,1
MIP_00228509.pdb,1
MIP_00228513.pdb,12
MIP_00228523.pdb,1
MIP_00228524.pdb,2
MIP_00228527.pdb,1
MIP_00228528.pdb,1
MIP_00228530.pdb,1
MIP_00228533.pdb,1
MIP_00228538.pdb,1
MIP_00228540.pdb,2
MIP_00228542.pdb,1
MIP_00228545.pdb,1
MIP_00228556.pdb,1
MIP_00228557.pdb,1
MIP_00228558.pdb,1
MIP_00228565.pdb,1
MIP_00228567.pdb,1
MIP_00228568.pdb,1
MIP_00228570.pdb,1
MIP_00228572.pdb,1
MIP_00228573.pdb,1
MIP_00228579.pdb,1
MIP_00228582.pdb,2
MIP_00228584.pdb,1
MIP_00228591.pdb,1
MIP_00228593.pdb,1
MIP_00228594.pdb,1
MIP_00228604.pdb,1
MIP_00228612.pdb,1
MIP_00228614.pdb,1
MIP_00228617.pdb,1
MIP_00228618.pdb,1
MIP_00228622.pdb,1
MIP_00228625.pdb,5
MIP_00228626.pdb,51
MIP_00228629.pdb,1
MIP_00228637.pdb,1
MIP_00228639.pdb,1
MIP_00228641.pdb,2
MIP_00228652.pdb,1
MIP_00228653.pdb,3
MIP_00228654.pdb,13
MIP_00228656.pdb,1
MIP_00228658.pdb,1
MIP_00228661.pdb,1
MIP_00228663.pdb,1
MIP_00228664.pdb,1
MIP_00228669.pdb,1
MIP_00228670.pdb,1
MIP_00228671.pdb,1
MIP_00228673.pdb,1
MIP_00228675.pdb,1
MIP_00228680.pdb,1
MIP_00228686.pdb,1
MIP_00228688.pdb,1
MIP_00228689.pdb,1
MIP_00228691.pdb,1
MIP_00228695.pdb,1
MIP_00228702.pdb,1
MIP_00228703.pdb,1
MIP_00228704.pdb,2
MIP_00228705.pdb,1
MIP_00228708.pdb,1
MIP_00228711.pdb,1
MIP_00228715.pdb,1
MIP_00228718.pdb,1
MIP_00228719.pdb,1
MIP_00228721.pdb,1
MIP_00228722.pdb,1
MIP_00228723.pdb,3
MIP_00228725.pdb,1
MIP_00228728.pdb,1
MIP_00228729.pdb,1
MIP_00228731.pdb,1
